Transaction ID,Type,Date,Period,Document Number,Status,Posting,Entity,Account Number,Account Name,Memo,Item,Item Description,Quantity,Unit of Measure,Unit Price,Currency,Exchange Rate to USD,Amount (Foreign),Tax Amount (Foreign),Net Amount (Foreign),Amount (USD),Subsidiary,Location,Department,Class,Terms,Payment Method,Created From
TXN-0003177,Bank Deposit,2024-07-08,Jul 2024,BAN-307288,Deposited,Yes,Deloitte,4000,Revenue,Cloud services,,,,,,USD,1.0,28314.23,0.0,28314.23,28314.23,Enso UK,US-East,Finance,SMB,,Wire,
TXN-0003178,Item Receipt,2024-07-03,Jul 2024,ITE-906373,Received,Yes,Oracle,1200,Inventory,Training session,SKU-ENSO-PRO,Enso Pro License,1.41,Each,963.53,USD,1.0,12391.98,0.0,12391.98,12391.98,Enso UK,US-East,Sales,SMB,,,
TXN-0003179,Invoice,2024-07-28,Jul 2024,INV-692598,Open,Yes,Globex Inc,4000,Revenue,Monthly charge,SKU-SUP-STD,Standard Support,5.77,Month,983.43,USD,1.0,4233.29,402.16,4635.45,4233.29,Enso EU,UK-South,R&D,SMB,Due on Receipt,,
TXN-0003180,Bill,2024-07-28,Jul 2024,BIL-535785,Partially Paid,Yes,Salesforce,6000,Sales & Marketing,License renewal,SKU-SUP-PREM,Premium Support,5.77,Month,238.78,USD,1.0,560.31,53.23,613.54,560.31,Enso UK,EU-Central,R&D,SMB,Net 30,,
TXN-0003181,Invoice,2024-07-06,Jul 2024,INV-985062,Partially Paid,Yes,Tyrell Inc,4000,Revenue,Monthly charge,SKU-SUP-PREM,Premium Support,9.74,Month,982.46,USD,1.0,20096.51,1758.44,21854.95,20096.51,Enso US,EU-Central,HR,Mid-Market,Net 45,,
TXN-0003182,Vendor Payment,2024-07-25,Jul 2024,VEN-284124,Processed,Yes,Deloitte,5000,COGS,Consulting services,,,,,,USD,1.0,1743.17,0.0,1743.17,1743.17,Enso EU,US-West,Finance,Enterprise,,Credit Card,
TXN-0003183,Bank Deposit,2024-07-06,Jul 2024,BAN-510167,Deposited,Yes,Salesforce,5000,COGS,Support plan,,,,,,USD,1.0,45959.88,0.0,45959.88,45959.88,Enso US,US-West,Marketing,Enterprise,,Credit Card,
TXN-0003184,Transfer,2024-07-22,Jul 2024,TRA-155503,Completed,Yes,Stripe,4200,Product Revenue,License renewal,,,,,,GBP,1.27,44650.75,0.0,44650.75,56706.45,Enso UK,US-East,Finance,Enterprise,,,
TXN-0003185,Invoice,2024-07-27,Jul 2024,INV-614116,Open,Yes,Initech Corp,4200,Product Revenue,Training session,SKU-SUP-PREM,Premium Support,9.28,Month,330.11,USD,1.0,7303.32,639.04,7942.36,7303.32,Enso EU,US-East,Sales,Mid-Market,Net 45,,
TXN-0003186,Item Receipt,2024-07-15,Jul 2024,ITE-115876,Received,Yes,Accenture,1200,Inventory,Support plan,SKU-ENSO-PRO,Enso Pro License,4.47,Each,547.19,USD,1.0,15870.04,1507.65,17377.69,15870.04,Enso US,US-West,Sales,Internal,,,
TXN-0003187,Bill,2024-07-04,Jul 2024,BIL-467974,Open,Yes,Zoom,6000,Sales & Marketing,Consulting services,SKU-TRNG-01,Admin Training,10.15,Hour,48.44,USD,1.0,11830.91,1123.94,12954.85,11830.91,Enso UK,EU-Central,R&D,Internal,Due on Receipt,,
TXN-0003188,Expense Report,2024-07-11,Jul 2024,EXP-608712,Paid,Yes,Deloitte,5000,COGS,Support plan,SKU-TRNG-01,Admin Training,3.99,Hour,1342.65,USD,1.0,11523.46,1094.73,12618.19,11523.46,Enso EU,EU-Central,Marketing,Internal,,,
TXN-0003189,Invoice,2024-07-30,Jul 2024,INV-665716,Paid In Full,Yes,Massive Dynamic Corp,4100,Services Revenue,Subscription,SKU-SUP-PREM,Premium Support,1.91,Month,1337.84,USD,1.0,12934.99,646.75,13581.74,12934.99,Enso UK,UK-South,Finance,Enterprise,Net 30,,
TXN-0003190,Expense Report,2024-07-22,Jul 2024,EXP-284016,Approved,Yes,Dell,6200,G&A Expense,Monthly charge,SKU-TRNG-01,Admin Training,2.62,Hour,1128.18,USD,1.0,14026.64,1227.33,15253.97,14026.64,Enso EU,UK-South,HR,Mid-Market,,,
TXN-0003191,Bill,2024-07-09,Jul 2024,BIL-101335,Paid In Full,Yes,Dell,6000,Sales & Marketing,Travel & meals,SKU-ENSO-TEAM,Enso Team License,9.87,Each,643.34,USD,1.0,9582.03,0.0,9582.03,9582.03,Enso US,US-West,Marketing,Enterprise,Due on Receipt,,
TXN-0003192,Bill,2024-07-16,Jul 2024,BIL-968662,Partially Paid,Yes,Stripe,6200,G&A Expense,Subscription,SKU-ENSO-PRO,Enso Pro License,6.76,Each,574.73,GBP,1.27,3227.63,282.42,3510.05,4099.09,Enso UK,US-West,Operations,Mid-Market,Net 45,,
TXN-0003193,Customer Payment,2024-07-18,Jul 2024,CUS-749128,Undeposited,Yes,Globex Partners,4100,Services Revenue,Support plan,,,,,,USD,1.0,1983.82,0.0,1983.82,1983.82,Enso US,US-East,Operations,SMB,,Check,
TXN-0003194,Customer Payment,2024-07-30,Jul 2024,CUS-973541,Deposited,Yes,Vehement LLC,4100,Services Revenue,Training session,,,,,,USD,1.0,14539.14,0.0,14539.14,14539.14,Enso US,UK-South,Marketing,SMB,,ACH,
TXN-0003195,Transfer,2024-07-03,Jul 2024,TRA-427455,Completed,Yes,Dell,4200,Product Revenue,Travel & meals,,,,,,USD,1.0,13861.48,0.0,13861.48,13861.48,Enso US,US-West,HR,Mid-Market,,,
TXN-0003196,Bill,2024-07-15,Jul 2024,BIL-412141,Paid In Full,Yes,AWS,6100,R&D Expense,Travel & meals,SKU-SUP-STD,Standard Support,2.32,Month,1021.37,USD,1.0,5350.63,0.0,5350.63,5350.63,Enso US,US-West,HR,SMB,Due on Receipt,,
TXN-0003197,Invoice,2024-07-11,Jul 2024,INV-332583,Partially Paid,Yes,Aperture Partners,4000,Revenue,License renewal,SKU-TRNG-01,Admin Training,4.21,Hour,340.47,USD,1.0,20810.88,1977.03,22787.91,20810.88,Enso EU,EU-Central,Marketing,Mid-Market,Due on Receipt,,
TXN-0003198,Customer Payment,2024-07-21,Jul 2024,CUS-342995,Undeposited,Yes,Acme Corp,4000,Revenue,Support plan,,,,,,GBP,1.27,13139.66,0.0,13139.66,16687.37,Enso UK,UK-South,Operations,Internal,,Credit Card,
TXN-0003199,Bank Deposit,2024-07-16,Jul 2024,BAN-294197,Deposited,Yes,Oracle,1200,Inventory,Cloud services,,,,,,USD,1.0,6542.47,0.0,6542.47,6542.47,Enso US,UK-South,Marketing,Mid-Market,,ACH,
TXN-0003200,Customer Payment,2024-07-09,Jul 2024,CUS-591114,Undeposited,Yes,Hooli LLC,4200,Product Revenue,Consulting services,,,,,,USD,1.0,7863.76,0.0,7863.76,7863.76,Enso EU,US-East,HR,Internal,,Wire,
TXN-0003201,Invoice,2024-07-08,Jul 2024,INV-208112,Partially Paid,Yes,Wayne LLC,4100,Services Revenue,License renewal,SKU-TRNG-01,Admin Training,7.03,Hour,416.04,USD,1.0,21207.88,0.0,21207.88,21207.88,Enso EU,US-East,R&D,Enterprise,Net 15,,
TXN-0003202,Expense Report,2024-07-09,Jul 2024,EXP-212615,Pending Approval,Yes,Oracle,6000,Sales & Marketing,Cloud services,SKU-ENSO-PRO,Enso Pro License,9.49,Each,1330.6,USD,1.0,11566.55,0.0,11566.55,11566.55,Enso EU,EU-Central,Marketing,Mid-Market,,,
TXN-0003203,Vendor Payment,2024-07-05,Jul 2024,VEN-894800,Processed,Yes,Microsoft,5000,COGS,Monthly charge,,,,,,EUR,1.09,1029.59,0.0,1029.59,1122.25,Enso EU,UK-South,HR,Enterprise,,Credit Card,
TXN-0003204,Cash Sale,2024-07-16,Jul 2024,CAS-728795,Paid,Yes,Pied Piper Partners,4000,Revenue,Training session,SKU-ENSO-PRO,Enso Pro License,4.5,Each,1000.73,GBP,1.27,20807.54,1976.72,22784.26,26425.58,Enso EU,US-East,Marketing,Mid-Market,,Check,
TXN-0003205,Invoice,2024-07-12,Jul 2024,INV-637797,Open,Yes,Initech Inc,4100,Services Revenue,Promotion credit,SKU-ENSO-TEAM,Enso Team License,5.96,Each,1571.4,EUR,1.09,16911.74,0.0,16911.74,18433.8,Enso UK,UK-South,R&D,Mid-Market,Net 15,,
TXN-0003206,Transfer,2024-07-27,Jul 2024,TRA-837485,Completed,Yes,Accenture,1200,Inventory,Quarterly true-up,,,,,,USD,1.0,10903.16,0.0,10903.16,10903.16,Enso US,US-East,Operations,SMB,,,
TXN-0003207,Bank Deposit,2024-07-16,Jul 2024,BAN-212367,Deposited,Yes,Oracle,4000,Revenue,Subscription,,,,,,USD,1.0,34667.04,0.0,34667.04,34667.04,Enso UK,US-East,Operations,Internal,,Check,
TXN-0003208,Credit Memo,2024-07-03,Jul 2024,CRE-221205,Open,Yes,Initech Corp,4000,Revenue,Hardware purchase,SKU-TRNG-01,Admin Training,6.25,Hour,1222.18,USD,1.0,-5845.1,0.0,-5845.1,-5845.1,Enso UK,UK-South,R&D,Internal,,,
TXN-0003209,Bill,2024-07-29,Jul 2024,BIL-772247,Partially Paid,Yes,Cloudflare,5000,COGS,Quarterly true-up,SKU-SUP-PREM,Premium Support,7.21,Month,1040.88,USD,1.0,3017.27,264.01,3281.28,3017.27,Enso US,EU-Central,R&D,Enterprise,Net 15,,
TXN-0003210,Cash Sale,2024-07-15,Jul 2024,CAS-250909,Paid,Yes,Acme Corp,4000,Revenue,License renewal,SKU-ENSO-PRO,Enso Pro License,5.07,Each,1117.99,USD,1.0,9189.37,804.07,9993.44,9189.37,Enso UK,UK-South,R&D,Internal,,Wire,
TXN-0003211,Customer Payment,2024-07-25,Jul 2024,CUS-470565,Undeposited,Yes,Vehement Partners,4100,Services Revenue,Quarterly true-up,,,,,,USD,1.0,17748.79,0.0,17748.79,17748.79,Enso US,US-East,Operations,SMB,,Credit Card,
TXN-0003212,Invoice,2024-07-27,Jul 2024,INV-926969,Partially Paid,Yes,Umbrella Inc,4200,Product Revenue,Training session,SKU-TRNG-01,Admin Training,1.0,Hour,903.48,USD,1.0,14646.76,1281.59,15928.35,14646.76,Enso US,US-East,Sales,SMB,Net 30,,
TXN-0003213,Journal Entry,2024-07-25,Jul 2024,JOU-549035,Approved,Yes,Fastly,5200,Merchant Fees,Inventory receipt,,,,,,EUR,1.09,22704.62,0.0,22704.62,24748.04,Enso UK,US-East,R&D,Mid-Market,,,
TXN-0003214,Invoice,2024-07-19,Jul 2024,INV-957968,Open,Yes,Umbrella Partners,4100,Services Revenue,Hardware purchase,SKU-ENSO-PRO,Enso Pro License,11.2,Each,1331.86,USD,1.0,6182.84,0.0,6182.84,6182.84,Enso UK,UK-South,Sales,Mid-Market,Due on Receipt,,
TXN-0003215,Invoice,2024-07-19,Jul 2024,INV-776886,Open,Yes,Vehement Corp,4100,Services Revenue,Consulting services,SKU-SUP-PREM,Premium Support,1.25,Month,632.3,USD,1.0,10020.86,501.04,10521.9,10020.86,Enso US,US-West,Marketing,SMB,Net 30,,
TXN-0003216,Customer Payment,2024-07-06,Jul 2024,CUS-458015,Undeposited,Yes,Initech Inc,4100,Services Revenue,Support plan,,,,,,USD,1.0,15388.49,0.0,15388.49,15388.49,Enso UK,US-West,Finance,Enterprise,,ACH,
TXN-0003217,Customer Payment,2024-07-07,Jul 2024,CUS-639172,Undeposited,Yes,Wonka Inc,4000,Revenue,Cloud services,,,,,,USD,1.0,9499.98,0.0,9499.98,9499.98,Enso EU,US-East,R&D,SMB,,Wire,
TXN-0003218,Expense Report,2024-07-04,Jul 2024,EXP-217740,Paid,Yes,Cloudflare,6000,Sales & Marketing,Promotion credit,SKU-ENSO-PRO,Enso Pro License,10.16,Each,1751.05,USD,1.0,292.65,14.63,307.28,292.65,Enso US,US-East,R&D,Enterprise,,,
TXN-0003219,Customer Payment,2024-07-15,Jul 2024,CUS-370470,Undeposited,Yes,Vehement Inc,4000,Revenue,Monthly charge,,,,,,USD,1.0,610.4,0.0,610.4,610.4,Enso UK,UK-South,Marketing,SMB,,Credit Card,
TXN-0003220,Expense Report,2024-07-11,Jul 2024,EXP-837640,Approved,Yes,Cloudflare,6200,G&A Expense,Travel & meals,SKU-SUP-PREM,Premium Support,4.15,Month,10.94,USD,1.0,1623.79,154.26,1778.05,1623.79,Enso EU,US-West,Sales,SMB,,,
TXN-0003221,Invoice,2024-07-22,Jul 2024,INV-680690,Partially Paid,Yes,Vehement Corp,4100,Services Revenue,License renewal,SKU-ENSO-TEAM,Enso Team License,8.25,Each,49.12,USD,1.0,3142.8,275.0,3417.8,3142.8,Enso US,US-West,HR,SMB,Net 30,,
TXN-0003222,Vendor Credit,2024-07-31,Jul 2024,VEN-888723,Open,Yes,Cisco,6200,G&A Expense,Travel & meals,SKU-TRNG-01,Admin Training,10.21,Hour,907.96,USD,1.0,-9438.2,0.0,-9438.2,-9438.2,Enso EU,UK-South,Finance,Enterprise,,,
TXN-0003223,Cash Sale,2024-07-23,Jul 2024,CAS-133517,Paid,Yes,Pied Piper Inc,4200,Product Revenue,License renewal,SKU-ENSO-TEAM,Enso Team License,9.21,Each,475.16,USD,1.0,4164.12,395.59,4559.71,4164.12,Enso US,EU-Central,R&D,Internal,,ACH,
TXN-0003224,Cash Sale,2024-07-19,Jul 2024,CAS-369497,Paid,Yes,Wonka LLC,4200,Product Revenue,Hardware purchase,SKU-ENSO-TEAM,Enso Team License,4.64,Each,1286.26,USD,1.0,7396.73,647.21,8043.94,7396.73,Enso UK,US-East,Marketing,Mid-Market,,Check,
TXN-0003225,Bill,2024-07-26,Jul 2024,BIL-545933,Partially Paid,Yes,Accenture,6100,R&D Expense,Hardware purchase,SKU-ENSO-TEAM,Enso Team License,3.26,Each,1762.82,USD,1.0,6138.34,306.92,6445.26,6138.34,Enso UK,UK-South,Operations,Enterprise,Net 30,,
TXN-0003226,Invoice,2024-07-08,Jul 2024,INV-162684,Paid In Full,Yes,Tyrell Inc,4200,Product Revenue,Promotion credit,SKU-TRNG-01,Admin Training,2.21,Hour,711.96,USD,1.0,14988.01,1311.45,16299.46,14988.01,Enso US,US-West,R&D,Internal,Due on Receipt,,
TXN-0003227,Customer Payment,2024-07-18,Jul 2024,CUS-586752,Deposited,Yes,Initech LLC,4200,Product Revenue,License renewal,,,,,,USD,1.0,19641.01,0.0,19641.01,19641.01,Enso US,US-West,Operations,SMB,,Check,
TXN-0003228,Invoice,2024-07-30,Jul 2024,INV-765908,Paid In Full,Yes,Wonka Inc,4200,Product Revenue,Monthly charge,SKU-ENSO-PRO,Enso Pro License,3.94,Each,1195.42,USD,1.0,16694.94,1586.02,18280.96,16694.94,Enso US,US-East,R&D,Internal,Net 30,,
TXN-0003229,Invoice,2024-07-26,Jul 2024,INV-900013,Open,Yes,Pied Piper Partners,4200,Product Revenue,Support plan,SKU-ENSO-PRO,Enso Pro License,6.37,Each,2938.17,USD,1.0,903.07,79.02,982.09,903.07,Enso EU,EU-Central,R&D,Internal,Net 30,,
TXN-0003230,Customer Payment,2024-07-05,Jul 2024,CUS-734613,Deposited,Yes,Globex Partners,4000,Revenue,Cloud services,,,,,,USD,1.0,18210.88,0.0,18210.88,18210.88,Enso UK,US-West,R&D,SMB,,Credit Card,
TXN-0003231,Cash Sale,2024-07-27,Jul 2024,CAS-928490,Paid,Yes,Acme Corp,4100,Services Revenue,Training session,SKU-ENSO-TEAM,Enso Team License,3.48,Each,1777.52,USD,1.0,7403.01,370.15,7773.16,7403.01,Enso UK,EU-Central,Sales,Internal,,ACH,
TXN-0003232,Bill,2024-07-31,Jul 2024,BIL-777105,Partially Paid,Yes,Dell,5000,COGS,Quarterly true-up,SKU-SUP-PREM,Premium Support,7.03,Month,2090.4,USD,1.0,5476.37,479.18,5955.55,5476.37,Enso US,UK-South,Marketing,SMB,Net 30,,
TXN-0003233,Invoice,2024-07-20,Jul 2024,INV-159062,Paid In Full,Yes,Wayne Corp,4000,Revenue,Monthly charge,SKU-ENSO-TEAM,Enso Team License,12.45,Each,907.98,USD,1.0,9099.5,0.0,9099.5,9099.5,Enso UK,US-East,R&D,Enterprise,Net 45,,
TXN-0003234,Transfer,2024-07-05,Jul 2024,TRA-506320,Completed,Yes,Deloitte,5100,Freight Out,Hardware purchase,,,,,,USD,1.0,19567.61,0.0,19567.61,19567.61,Enso UK,US-East,Marketing,Mid-Market,,,
TXN-0003235,Bill,2024-07-22,Jul 2024,BIL-513798,Open,Yes,Stripe,6000,Sales & Marketing,Monthly charge,SKU-ENSO-TEAM,Enso Team License,3.64,Each,570.32,USD,1.0,11770.13,588.51,12358.64,11770.13,Enso EU,US-West,HR,SMB,Due on Receipt,,
TXN-0003236,Vendor Payment,2024-07-17,Jul 2024,VEN-293481,Processed,Yes,Deloitte,6000,Sales & Marketing,Travel & meals,,,,,,USD,1.0,6291.65,0.0,6291.65,6291.65,Enso EU,US-East,Operations,Mid-Market,,Credit Card,
TXN-0003237,Expense Report,2024-07-12,Jul 2024,EXP-106105,Approved,Yes,Dell,5000,COGS,Cloud services,SKU-TRNG-01,Admin Training,1.0,Hour,3621.32,USD,1.0,12899.3,1128.69,14027.99,12899.3,Enso UK,US-West,R&D,Enterprise,,,
TXN-0003238,Vendor Payment,2024-07-23,Jul 2024,VEN-533534,Processed,Yes,Cloudflare,6200,G&A Expense,Cloud services,,,,,,USD,1.0,6346.2,0.0,6346.2,6346.2,Enso EU,US-West,HR,Enterprise,,Check,
TXN-0003239,Item Receipt,2024-07-11,Jul 2024,ITE-413948,Received,Yes,AWS,1200,Inventory,Training session,SKU-SUP-STD,Standard Support,3.23,Month,2260.95,USD,1.0,2363.61,118.18,2481.79,2363.61,Enso EU,UK-South,Sales,Internal,,,
TXN-0003240,Credit Memo,2024-07-04,Jul 2024,CRE-543549,Applied,Yes,Acme LLC,4000,Revenue,Training session,SKU-SUP-PREM,Premium Support,4.06,Month,1799.3,USD,1.0,-13681.01,0.0,-13681.01,-13681.01,Enso US,US-East,Operations,SMB,,,
TXN-0003241,Vendor Credit,2024-07-26,Jul 2024,VEN-907928,Applied,Yes,Dell,6000,Sales & Marketing,Inventory receipt,SKU-SUP-STD,Standard Support,6.21,Month,1512.74,USD,1.0,-5902.48,0.0,-5902.48,-5902.48,Enso EU,US-West,Sales,Mid-Market,,,
TXN-0003242,Journal Entry,2024-07-20,Jul 2024,JOU-848313,Posted,Yes,AWS,4000,Revenue,Hardware purchase,,,,,,USD,1.0,31044.53,0.0,31044.53,31044.53,Enso US,UK-South,R&D,Mid-Market,,,
TXN-0003243,Bill,2024-07-29,Jul 2024,BIL-873000,Partially Paid,Yes,Stripe,6000,Sales & Marketing,License renewal,SKU-ENSO-PRO,Enso Pro License,7.45,Each,95.77,USD,1.0,9879.43,493.97,10373.4,9879.43,Enso EU,EU-Central,HR,SMB,Net 45,,
TXN-0003244,Vendor Payment,2024-07-20,Jul 2024,VEN-517853,Processed,Yes,Stripe,6000,Sales & Marketing,Consulting services,,,,,,USD,1.0,1921.65,0.0,1921.65,1921.65,Enso EU,UK-South,R&D,SMB,,ACH,
TXN-0003245,Expense Report,2024-07-25,Jul 2024,EXP-633846,Pending Approval,Yes,Google Cloud,5000,COGS,Inventory receipt,SKU-TRNG-01,Admin Training,1.0,Hour,1726.67,USD,1.0,4617.48,0.0,4617.48,4617.48,Enso UK,EU-Central,HR,Enterprise,,,
TXN-0003246,Invoice,2024-07-29,Jul 2024,INV-678521,Open,Yes,Pied Piper Partners,4200,Product Revenue,Hardware purchase,SKU-ENSO-TEAM,Enso Team License,2.93,Each,1157.57,USD,1.0,4997.26,437.26,5434.52,4997.26,Enso US,UK-South,R&D,SMB,Net 30,,
TXN-0003247,Bill,2024-07-26,Jul 2024,BIL-716548,Partially Paid,Yes,Microsoft,6100,R&D Expense,Monthly charge,SKU-SUP-STD,Standard Support,3.3,Month,1021.17,USD,1.0,14465.97,1265.77,15731.74,14465.97,Enso EU,UK-South,HR,Internal,Net 45,,
TXN-0003248,Journal Entry,2024-07-24,Jul 2024,JOU-242676,Posted,Yes,Deloitte,3000,Equity,Quarterly true-up,,,,,,EUR,1.09,36899.72,0.0,36899.72,40220.69,Enso UK,UK-South,Operations,Enterprise,,,
TXN-0003249,Vendor Payment,2024-07-05,Jul 2024,VEN-421983,Processed,Yes,KPMG,6100,R&D Expense,Inventory receipt,,,,,,USD,1.0,13654.29,0.0,13654.29,13654.29,Enso UK,EU-Central,Operations,Enterprise,,ACH,
TXN-0003250,Invoice,2024-07-25,Jul 2024,INV-467499,Open,Yes,Soylent LLC,4100,Services Revenue,Quarterly true-up,SKU-SUP-PREM,Premium Support,4.12,Month,2027.54,USD,1.0,22228.52,0.0,22228.52,22228.52,Enso US,US-West,Operations,Mid-Market,Net 15,,
TXN-0003251,Bill,2024-07-26,Jul 2024,BIL-732769,Partially Paid,Yes,Stripe,6200,G&A Expense,Monthly charge,SKU-TRNG-01,Admin Training,6.21,Hour,2192.58,USD,1.0,12448.8,1089.27,13538.07,12448.8,Enso EU,UK-South,Sales,Enterprise,Net 15,,
TXN-0003252,Invoice,2024-07-02,Jul 2024,INV-218610,Open,Yes,Vehement Inc,4100,Services Revenue,Subscription,SKU-TRNG-01,Admin Training,3.08,Hour,1160.2,USD,1.0,5013.95,0.0,5013.95,5013.95,Enso US,UK-South,R&D,Enterprise,Net 30,,
TXN-0003253,Vendor Payment,2024-07-05,Jul 2024,VEN-571891,Processed,Yes,HP,5000,COGS,Monthly charge,,,,,,USD,1.0,14887.72,0.0,14887.72,14887.72,Enso US,EU-Central,Finance,Mid-Market,,Credit Card,
TXN-0003254,Cash Sale,2024-07-10,Jul 2024,CAS-150665,Paid,Yes,Pied Piper Partners,4100,Services Revenue,Monthly charge,SKU-ENSO-PRO,Enso Pro License,10.71,Each,1522.52,USD,1.0,3663.53,0.0,3663.53,3663.53,Enso EU,EU-Central,R&D,Internal,,Wire,
TXN-0003255,Customer Payment,2024-07-06,Jul 2024,CUS-137800,Deposited,Yes,Initech Corp,4000,Revenue,Inventory receipt,,,,,,USD,1.0,6247.76,0.0,6247.76,6247.76,Enso US,EU-Central,Sales,Internal,,Credit Card,
TXN-0003256,Bill,2024-07-04,Jul 2024,BIL-983213,Open,Yes,Oracle,6200,G&A Expense,Cloud services,SKU-SUP-STD,Standard Support,1.55,Month,434.27,USD,1.0,2627.2,229.88,2857.08,2627.2,Enso UK,UK-South,Sales,Internal,Due on Receipt,,
TXN-0003257,Customer Payment,2024-07-30,Jul 2024,CUS-710775,Undeposited,Yes,Vehement LLC,4000,Revenue,Support plan,,,,,,GBP,1.27,5030.98,0.0,5030.98,6389.34,Enso UK,EU-Central,Operations,SMB,,Wire,
TXN-0003258,Invoice,2024-07-06,Jul 2024,INV-783393,Partially Paid,Yes,Globex Corp,4100,Services Revenue,Support plan,SKU-TRNG-01,Admin Training,2.06,Hour,1241.46,USD,1.0,7413.0,370.65,7783.65,7413.0,Enso US,UK-South,Marketing,Enterprise,Net 30,,
TXN-0003259,Bill,2024-07-03,Jul 2024,BIL-312671,Paid In Full,Yes,HP,6000,Sales & Marketing,Training session,SKU-ENSO-PRO,Enso Pro License,3.09,Each,629.01,USD,1.0,5748.65,287.43,6036.08,5748.65,Enso EU,US-East,HR,Mid-Market,Net 30,,
TXN-0003260,Cash Sale,2024-07-31,Jul 2024,CAS-826974,Paid,Yes,Soylent LLC,4200,Product Revenue,License renewal,SKU-SUP-PREM,Premium Support,9.25,Month,2731.49,USD,1.0,743.93,70.67,814.6,743.93,Enso EU,US-East,Operations,Enterprise,,Wire,
TXN-0003261,Cash Sale,2024-07-16,Jul 2024,CAS-377225,Paid,Yes,Soylent Inc,4200,Product Revenue,License renewal,SKU-TRNG-01,Admin Training,3.2,Hour,1201.4,USD,1.0,13574.17,678.71,14252.88,13574.17,Enso UK,US-East,Finance,SMB,,ACH,
TXN-0003262,Bank Deposit,2024-07-13,Jul 2024,BAN-761843,Deposited,Yes,Salesforce,5200,Merchant Fees,Training session,,,,,,EUR,1.09,19648.55,0.0,19648.55,21416.92,Enso EU,EU-Central,HR,Enterprise,,ACH,
TXN-0003263,Item Receipt,2024-07-09,Jul 2024,ITE-604519,Received,Yes,Microsoft,1200,Inventory,Cloud services,SKU-ENSO-TEAM,Enso Team License,4.05,Each,846.84,USD,1.0,14616.83,1388.6,16005.43,14616.83,Enso UK,EU-Central,HR,SMB,,,
TXN-0003264,Customer Payment,2024-07-28,Jul 2024,CUS-822297,Undeposited,Yes,Pied Piper LLC,4000,Revenue,Hardware purchase,,,,,,USD,1.0,20800.07,0.0,20800.07,20800.07,Enso UK,US-West,HR,Mid-Market,,Wire,
TXN-0003265,Expense Report,2024-07-11,Jul 2024,EXP-294801,Paid,Yes,Oracle,6200,G&A Expense,Quarterly true-up,SKU-SUP-PREM,Premium Support,2.88,Month,468.51,USD,1.0,9254.02,0.0,9254.02,9254.02,Enso UK,EU-Central,HR,SMB,,,
TXN-0003266,Bill,2024-07-06,Jul 2024,BIL-648300,Open,Yes,Zoom,5000,COGS,Consulting services,SKU-ENSO-PRO,Enso Pro License,7.1,Each,732.99,USD,1.0,9894.52,0.0,9894.52,9894.52,Enso US,UK-South,Marketing,Enterprise,Net 15,,
TXN-0003267,Vendor Payment,2024-07-17,Jul 2024,VEN-307091,Processed,Yes,Deloitte,6100,R&D Expense,Travel & meals,,,,,,USD,1.0,9628.05,0.0,9628.05,9628.05,Enso EU,EU-Central,Finance,Enterprise,,Check,
TXN-0003268,Item Receipt,2024-07-07,Jul 2024,ITE-881737,Received,Yes,Oracle,1200,Inventory,Training session,SKU-TRNG-01,Admin Training,3.03,Hour,1222.42,USD,1.0,9303.16,814.03,10117.19,9303.16,Enso UK,US-East,Marketing,Enterprise,,,
TXN-0003269,Cash Sale,2024-07-17,Jul 2024,CAS-751988,Paid,Yes,Pied Piper LLC,4200,Product Revenue,Promotion credit,SKU-SUP-PREM,Premium Support,3.25,Month,828.36,USD,1.0,18848.76,0.0,18848.76,18848.76,Enso UK,US-West,R&D,Mid-Market,,Wire,
TXN-0003270,Bill,2024-07-18,Jul 2024,BIL-922289,Partially Paid,Yes,Cisco,6100,R&D Expense,Promotion credit,SKU-ENSO-PRO,Enso Pro License,8.57,Each,1693.84,USD,1.0,3692.58,184.63,3877.21,3692.58,Enso US,US-West,R&D,Internal,Net 45,,
TXN-0003271,Expense Report,2024-07-07,Jul 2024,EXP-445495,Paid,Yes,Fastly,6100,R&D Expense,Training session,SKU-TRNG-01,Admin Training,4.91,Hour,243.1,USD,1.0,14878.45,0.0,14878.45,14878.45,Enso EU,EU-Central,Sales,Mid-Market,,,
TXN-0003272,Invoice,2024-07-04,Jul 2024,INV-171375,Open,Yes,Hooli LLC,4100,Services Revenue,Training session,SKU-SUP-PREM,Premium Support,6.72,Month,1673.49,USD,1.0,24101.05,2108.84,26209.89,24101.05,Enso US,US-West,Operations,SMB,Net 30,,
TXN-0003273,Item Receipt,2024-07-05,Jul 2024,ITE-147238,Received,Yes,AWS,1200,Inventory,Monthly charge,SKU-SUP-PREM,Premium Support,5.17,Month,985.24,EUR,1.09,15302.27,1338.95,16641.22,16679.47,Enso UK,UK-South,Finance,Internal,,,
TXN-0003274,Vendor Payment,2024-07-08,Jul 2024,VEN-605416,Processed,Yes,AWS,6000,Sales & Marketing,Inventory receipt,,,,,,USD,1.0,10619.32,0.0,10619.32,10619.32,Enso EU,UK-South,Finance,SMB,,ACH,
TXN-0003275,Invoice,2024-07-01,Jul 2024,INV-163718,Open,Yes,Soylent Partners,4200,Product Revenue,Hardware purchase,SKU-ENSO-TEAM,Enso Team License,1.0,Each,1578.51,USD,1.0,1644.27,143.87,1788.14,1644.27,Enso US,US-East,R&D,SMB,Net 15,,
